"","country","year","ifhpol","regimeny","totdurny2"
"277","Armenia",1993,7.16666650772095,"democracy",3
"278","Armenia",1994,7.16666650772095,"democracy",3
"279","Armenia",1995,5.75,"limited multiparty",20
"280","Armenia",1996,3.08333325386047,"limited multiparty",20
"281","Armenia",1997,3.08333325386047,"limited multiparty",20
"282","Armenia",1998,6.25,"limited multiparty",20
"283","Armenia",1999,6.25,"limited multiparty",20
"284","Armenia",2000,6.25,"limited multiparty",20
"285","Armenia",2001,6.25,"limited multiparty",20
"286","Armenia",2002,6.25,"limited multiparty",20
"287","Armenia",2003,6.25,"limited multiparty",20
"288","Armenia",2004,5.83333301544189,"limited multiparty",20
"289","Armenia",2005,5.83333301544189,"limited multiparty",20
"290","Armenia",2006,5.83333301544189,"limited multiparty",20
"291","Armenia",2007,5.83333301544189,"limited multiparty",20
"292","Armenia",2008,5.41666650772095,"limited multiparty",20
"293","Armenia",2009,5.41666650772095,"limited multiparty",20
"294","Armenia",2010,5.41666650772095,"limited multiparty",20
"295","Armenia",2011,5.41666650772095,"limited multiparty",20
"296","Armenia",2012,5.83333301544189,"limited multiparty",20
"297","Armenia",2013,5.83333301544189,"limited multiparty",20
"298","Armenia",2014,5.83333301544189,"limited multiparty",20
"299","Australia",1972,10,"democracy",55
"300","Australia",1973,10,"democracy",55
"301","Australia",1974,10,"democracy",55
"302","Australia",1975,10,"democracy",55
"303","Australia",1976,10,"democracy",55
"304","Australia",1977,10,"democracy",55
"305","Australia",1978,10,"democracy",55
"306","Australia",1979,10,"democracy",55
"307","Australia",1980,10,"democracy",55
"308","Australia",1981,10,"democracy",55
"309","Australia",1982,10,"democracy",55
"310","Australia",1983,10,"democracy",55
"311","Australia",1984,10,"democracy",55
"312","Australia",1985,10,"democracy",55
"313","Australia",1986,10,"democracy",55
"314","Australia",1987,10,"democracy",55
"315","Australia",1988,10,"democracy",55
"316","Australia",1989,10,"democracy",55
"317","Australia",1990,10,"democracy",55
"318","Australia",1991,10,"democracy",55
"319","Australia",1992,10,"democracy",55
"320","Australia",1993,10,"democracy",55
"321","Australia",1994,10,"democracy",55
"322","Australia",1995,10,"democracy",55
"323","Australia",1996,10,"democracy",55
"324","Australia",1997,10,"democracy",55
"325","Australia",1998,10,"democracy",55
"326","Australia",1999,10,"democracy",55
"327","Australia",2000,10,"democracy",55
"328","Australia",2001,10,"democracy",55
"329","Australia",2002,10,"democracy",55
"330","Australia",2003,10,"democracy",55
"331","Australia",2004,10,"democracy",55
"332","Australia",2005,10,"democracy",55
"333","Australia",2006,10,"democracy",55
"334","Australia",2007,10,"democracy",55
"335","Australia",2008,10,"democracy",55
"336","Australia",2009,10,"democracy",55
"337","Australia",2010,10,"democracy",55
"338","Australia",2011,10,"democracy",55
"339","Australia",2012,10,"democracy",55
"340","Australia",2013,10,"democracy",55
"341","Australia",2014,10,"democracy",55
"342","Austria",1972,10,"democracy",55
"343","Austria",1973,10,"democracy",55
"344","Austria",1974,10,"democracy",55
"345","Austria",1975,10,"democracy",55
"346","Austria",1976,10,"democracy",55
"347","Austria",1977,10,"democracy",55
"348","Austria",1978,10,"democracy",55
"349","Austria",1979,10,"democracy",55
"350","Austria",1980,10,"democracy",55
"351","Austria",1981,10,"democracy",55
"352","Austria",1982,10,"democracy",55
"353","Austria",1983,10,"democracy",55
"354","Austria",1984,10,"democracy",55
"355","Austria",1985,10,"democracy",55
"356","Austria",1986,10,"democracy",55
"357","Austria",1987,10,"democracy",55
"358","Austria",1988,10,"democracy",55
"359","Austria",1989,10,"democracy",55
"360","Austria",1990,10,"democracy",55
"361","Austria",1991,10,"democracy",55
"362","Austria",1992,10,"democracy",55
"363","Austria",1993,10,"democracy",55
"364","Austria",1994,10,"democracy",55
"365","Austria",1995,10,"democracy",55
"366","Austria",1996,10,"democracy",55
"367","Austria",1997,10,"democracy",55
"368","Austria",1998,10,"democracy",55
"369","Austria",1999,10,"democracy",55
"370","Austria",2000,10,"democracy",55
"371","Austria",2001,10,"democracy",55
"372","Austria",2002,10,"democracy",55
"373","Austria",2003,10,"democracy",55
"374","Austria",2004,10,"democracy",55
"375","Austria",2005,10,"democracy",55
"376","Austria",2006,10,"democracy",55
"377","Austria",2007,10,"democracy",55
"378","Austria",2008,10,"democracy",55
"379","Austria",2009,10,"democracy",55
"380","Austria",2010,10,"democracy",55
"381","Austria",2011,10,"democracy",55
"382","Austria",2012,10,"democracy",55
"383","Austria",2013,10,"democracy",55
"384","Austria",2014,10,"democracy",55
"385","Azerbaijan",1972,NA,NA,NA
"386","Azerbaijan",1973,NA,NA,NA
"387","Azerbaijan",1974,NA,NA,NA
"388","Azerbaijan",1975,NA,NA,NA
"389","Azerbaijan",1976,NA,NA,NA
"390","Azerbaijan",1977,NA,NA,NA
"391","Azerbaijan",1978,NA,NA,NA
"392","Azerbaijan",1979,NA,NA,NA
"393","Azerbaijan",1980,NA,NA,NA
"394","Azerbaijan",1981,NA,NA,NA
"395","Azerbaijan",1982,NA,NA,NA
"396","Azerbaijan",1983,NA,NA,NA
"397","Azerbaijan",1984,NA,NA,NA
"398","Azerbaijan",1985,NA,NA,NA
"399","Azerbaijan",1986,NA,NA,NA
"400","Azerbaijan",1987,NA,NA,NA
"401","Azerbaijan",1988,NA,NA,NA
"402","Azerbaijan",1989,NA,NA,NA
"403","Azerbaijan",1990,NA,NA,NA
"404","Azerbaijan",1991,3.41666650772095,"one-party",1
"405","Azerbaijan",1992,4.41666650772095,"limited multiparty",23
"406","Azerbaijan",1993,2.58333325386047,"limited multiparty",23
"407","Azerbaijan",1994,2.58333325386047,"limited multiparty",23
"408","Azerbaijan",1995,1.83333325386047,"limited multiparty",23
"409","Azerbaijan",1996,2.25,"limited multiparty",23
"410","Azerbaijan",1997,2.66666650772095,"limited multiparty",23
"411","Azerbaijan",1998,2.41666650772095,"limited multiparty",23
"412","Azerbaijan",1999,2.41666650772095,"limited multiparty",23
"413","Azerbaijan",2000,2,"limited multiparty",23
"414","Azerbaijan",2001,2,"limited multiparty",23
"415","Azerbaijan",2002,2,"limited multiparty",23
"416","Azerbaijan",2003,2,"limited multiparty",23
"417","Azerbaijan",2004,2,"limited multiparty",23
"418","Azerbaijan",2005,2,"limited multiparty",23
"419","Azerbaijan",2006,2,"limited multiparty",23
"420","Azerbaijan",2007,2,"limited multiparty",23
"421","Azerbaijan",2008,2,"limited multiparty",23
"422","Azerbaijan",2009,2,"limited multiparty",23
"423","Azerbaijan",2010,2,"limited multiparty",23
"424","Azerbaijan",2011,2,"limited multiparty",23
"425","Azerbaijan",2012,2,"limited multiparty",23
"426","Azerbaijan",2013,1.58333325386047,"limited multiparty",23
"427","Azerbaijan",2014,1.58333325386047,"limited multiparty",23
"428","Bahamas, The",1973,9.41851615905762,"democracy",42
"429","Bahamas, The",1974,9.41851615905762,"democracy",42
"430","Bahamas, The",1975,9.41851615905762,"democracy",42
"431","Bahamas, The",1976,9.41851615905762,"democracy",42
"432","Bahamas, The",1977,9.41851615905762,"democracy",42
"433","Bahamas, The",1978,9.41851615905762,"democracy",42
"434","Bahamas, The",1979,9.41851615905762,"democracy",42
"435","Bahamas, The",1980,9.41851615905762,"democracy",42
"436","Bahamas, The",1981,8.58631229400635,"democracy",42
"437","Bahamas, The",1982,8.58631229400635,"democracy",42
"438","Bahamas, The",1983,8.58631229400635,"democracy",42
"439","Bahamas, The",1984,8.58631229400635,"democracy",42
"440","Bahamas, The",1985,8.58631229400635,"democracy",42
"441","Bahamas, The",1986,8.58631229400635,"democracy",42
"442","Bahamas, The",1987,7.75410842895508,"democracy",42
"443","Bahamas, The",1988,7.75410842895508,"democracy",42
"444","Bahamas, The",1989,7.75410842895508,"democracy",42
"445","Bahamas, The",1990,7.75410842895508,"democracy",42
"446","Bahamas, The",1991,7.75410842895508,"democracy",42
"447","Bahamas, The",1992,9.41851615905762,"democracy",42
"448","Bahamas, The",1993,9.41851615905762,"democracy",42
"449","Bahamas, The",1994,9.41851615905762,"democracy",42
"450","Bahamas, The",1995,9.41851615905762,"democracy",42
"451","Bahamas, The",1996,9.41851615905762,"democracy",42
"452","Bahamas, The",1997,9.41851615905762,"democracy",42
"453","Bahamas, The",1998,9.41851615905762,"democracy",42
"454","Bahamas, The",1999,10,"democracy",42
"455","Bahamas, The",2000,10,"democracy",42
"456","Bahamas, The",2001,10,"democracy",42
"457","Bahamas, The",2002,10,"democracy",42
"458","Bahamas, The",2003,10,"democracy",42
"459","Bahamas, The",2004,10,"democracy",42
"460","Bahamas, The",2005,10,"democracy",42
"461","Bahamas, The",2006,10,"democracy",42
"462","Bahamas, The",2007,10,"democracy",42
"463","Bahamas, The",2008,10,"democracy",42
"464","Bahamas, The",2009,10,"democracy",42
"465","Bahamas, The",2010,10,"democracy",42
"466","Bahamas, The",2011,10,"democracy",42
"467","Bahamas, The",2012,10,"democracy",42
"468","Bahamas, The",2013,10,"democracy",42
"469","Bahamas, The",2014,10,"democracy",42
"470","Bahrain",1972,1.25,"monarchy",2
"471","Bahrain",1973,2,"no-party monarchy",2
"472","Bahrain",1974,3.25,"no-party monarchy",2
"473","Bahrain",1975,1.66666662693024,"monarchy",27
"474","Bahrain",1976,1.66666662693024,"monarchy",27
"475","Bahrain",1977,1.66666662693024,"monarchy",27
"476","Bahrain",1978,1.66666662693024,"monarchy",27
"477","Bahrain",1979,2.08333325386047,"monarchy",27
"478","Bahrain",1980,1.66666662693024,"monarchy",27
"479","Bahrain",1981,1.66666662693024,"monarchy",27
"480","Bahrain",1982,1.66666662693024,"monarchy",27
"481","Bahrain",1983,1.66666662693024,"monarchy",27
"482","Bahrain",1984,1.66666662693024,"monarchy",27
"483","Bahrain",1985,1.66666662693024,"monarchy",27
"484","Bahrain",1986,1.66666662693024,"monarchy",27
"485","Bahrain",1987,1.66666662693024,"monarchy",27
"486","Bahrain",1988,1.66666662693024,"monarchy",27
"487","Bahrain",1989,1.25,"monarchy",27
"488","Bahrain",1990,1.25,"monarchy",27
"489","Bahrain",1991,1.25,"monarchy",27
"490","Bahrain",1992,1.25,"monarchy",27
"491","Bahrain",1993,1.08333325386047,"monarchy",27
"492","Bahrain",1994,1.08333325386047,"monarchy",27
"493","Bahrain",1995,1.08333325386047,"monarchy",27
"494","Bahrain",1996,0.666666626930237,"monarchy",27
"495","Bahrain",1997,0.666666626930237,"monarchy",27
"496","Bahrain",1998,0.666666626930237,"monarchy",27
"497","Bahrain",1999,0.666666626930237,"monarchy",27
"498","Bahrain",2000,0.666666626930237,"monarchy",27
"499","Bahrain",2001,1.75,"monarchy",27
"500","Bahrain",2002,2.41666650772095,"no-party monarchy",13
"501","Bahrain",2003,2.41666650772095,"no-party monarchy",13
"502","Bahrain",2004,2.41666650772095,"no-party monarchy",13
"503","Bahrain",2005,2.41666650772095,"no-party monarchy",13
"504","Bahrain",2006,2.41666650772095,"no-party monarchy",13
"505","Bahrain",2007,2.41666650772095,"no-party monarchy",13
"506","Bahrain",2008,2.41666650772095,"no-party monarchy",13
"507","Bahrain",2009,2,"no-party monarchy",13
"508","Bahrain",2010,1.75,"no-party monarchy",13
"509","Bahrain",2011,1.33333325386047,"no-party monarchy",13
"510","Bahrain",2012,0.833333313465118,"no-party monarchy",13
"511","Bahrain",2013,0.833333313465118,"no-party monarchy",13
"512","Bahrain",2014,0.416666656732559,"no-party monarchy",13
"513","Bangladesh",1972,7.83333301544189,"democracy",2
"514","Bangladesh",1973,7,"limited multiparty",2
"515","Bangladesh",1974,4.5,"limited multiparty",2
"516","Bangladesh",1975,1.58333325386047,"military trad",3
"517","Bangladesh",1976,2,"military trad",3
"518","Bangladesh",1977,2.41666650772095,"military trad",3
"519","Bangladesh",1978,4,"military multiparty",4
"520","Bangladesh",1979,4.83333301544189,"military multiparty",4
"521","Bangladesh",1980,4.41666650772095,"military multiparty",4
"522","Bangladesh",1981,2.75,"military multiparty",4
"523","Bangladesh",1982,2,"military trad",4
"524","Bangladesh",1983,2,"military trad",4
"525","Bangladesh",1984,2,"military trad",4
"526","Bangladesh",1985,2.41666650772095,"military trad",4
"527","Bangladesh",1986,3.33333325386047,"military multiparty",5
"528","Bangladesh",1987,3.33333325386047,"military multiparty",5
"529","Bangladesh",1988,3.33333325386047,"military multiparty",5
"530","Bangladesh",1989,3.75,"military multiparty",5
"531","Bangladesh",1990,2.91666650772095,"military multiparty",5
"532","Bangladesh",1991,7.75,"democracy",4
"533","Bangladesh",1992,7.75,"democracy",4
"534","Bangladesh",1993,7.33333301544189,"democracy",4
"535","Bangladesh",1994,7.33333301544189,"democracy",4
"536","Bangladesh",1995,6.91666650772095,"limited multiparty",1
"537","Bangladesh",1996,7.33333301544189,"democracy",3
"538","Bangladesh",1997,7.33333301544189,"democracy",3
"539","Bangladesh",1998,7.33333301544189,"democracy",3
"540","Bangladesh",1999,6.91666650772095,"limited multiparty",16
"541","Bangladesh",2000,6.91666650772095,"limited multiparty",16
"542","Bangladesh",2001,6.91666650772095,"limited multiparty",16
"543","Bangladesh",2002,6.5,"limited multiparty",16
"544","Bangladesh",2003,6.5,"limited multiparty",16
"545","Bangladesh",2004,6.5,"limited multiparty",16
"546","Bangladesh",2005,6.5,"limited multiparty",16
"547","Bangladesh",2006,6.5,"limited multiparty",16
"548","Bangladesh",2007,3.08333325386047,"limited multiparty",16
"549","Bangladesh",2008,3.5,"limited multiparty",16
"550","Bangladesh",2009,6.66666650772095,"limited multiparty",16
"551","Bangladesh",2010,6.66666650772095,"limited multiparty",16
"552","Bangladesh",2011,6.66666650772095,"limited multiparty",16
"553","Bangladesh",2012,6.66666650772095,"limited multiparty",16
"554","Bangladesh",2013,6.41666650772095,"limited multiparty",16
"555","Bangladesh",2014,5.25,"limited multiparty",16
